epoch,batch,loss,main_loss,trajectory_projection_dice_loss,trajectory_direction_loss,direction_cosine_loss,direction_confidence_bce,direction_valid_ratio,aggregation_apply_ratio,avg_neighbor_count,bottleneck_voxels,direction_aggregation_skipped,trajectory_projection_dice_weight,trajectory_direction_weight,lr
0,0,0.7628440856933594,0.40905851125717163,0.9708479642868042,0.6253117322921753,0.21041853725910187,0.6175121068954468,0.0011230219388380647,0.9990301174068402,8.797498723838693,78360,False,0.3,0.1,0.001
0,1,0.6787200570106506,0.38593119382858276,0.8443567752838135,0.39481818675994873,0.11474938690662384,0.43568849563598633,0.004760125186294317,0.9984264049253526,7.3720175455850825,50839,False,0.3,0.1,0.001
0,2,0.644632875919342,0.36451318860054016,0.8264583349227905,0.3218214809894562,0.14307688176631927,0.292427659034729,0.002534471917897463,0.9985064719548623,8.854599764656188,66286,False,0.3,0.1,0.001
0,3,0.640579879283905,0.3485068380832672,0.9049602746963501,0.2058495432138443,0.08191763609647751,0.21049824357032776,0.0009673878666944802,0.9983070712332335,6.176808736256581,53753,False,0.3,0.1,0.001
0,4,0.622278094291687,0.34204941987991333,0.8845339417457581,0.14868475496768951,0.060518886893987656,0.15415747463703156,0.0020554002840071917,0.99906789990679,8.268636026863602,41841,False,0.3,0.1,0.001
0,5,0.5814578533172607,0.32185256481170654,0.8273916840553284,0.11387736350297928,0.047224730253219604,0.11941296607255936,0.0035371012054383755,0.9966166858900423,6.665385108291683,39015,False,0.3,0.1,0.001
0,6,0.5750768184661865,0.3288455605506897,0.7911956906318665,0.08872495591640472,0.035772401839494705,0.09620411694049835,0.0017536849481984973,0.9974693660095898,7.458577517314864,45048,False,0.3,0.1,0.001
0,7,0.6552003622055054,0.35281795263290405,0.9775687456130981,0.09111736714839935,0.031087372452020645,0.1081072986125946,0.00046477108844555914,0.9997751107579517,10.252325729578184,133399,False,0.3,0.1,0.001
0,8,0.6136255264282227,0.3146445155143738,0.9525877237319946,0.13204720616340637,0.09389249235391617,0.07083665579557419,0.0009614939917810261,0.999482272454121,9.321702953820552,108165,False,0.3,0.1,0.001
0,9,0.6280468702316284,0.32579970359802246,0.986585259437561,0.062716044485569,0.029517414048314095,0.062408220022916794,0.00028094908338971436,0.999965945563984,14.64906052324641,117459,False,0.3,0.1,0.001
0,10,0.5747624039649963,0.3000401556491852,0.8657203316688538,0.1500614434480667,0.1218893751502037,0.052871983498334885,0.001869624829851091,0.9986133615854419,8.443381528106693,64184,False,0.3,0.1,0.001
0,11,0.4757034182548523,0.26517415046691895,0.6640791893005371,0.11305521428585052,0.0877559706568718,0.04766897112131119,0.0033742671366780996,0.9940812036729727,5.331341962606483,18078,False,0.3,0.1,0.001
0,12,0.5190815329551697,0.2797568142414093,0.779554545879364,0.054583702236413956,0.03302036225795746,0.040985144674777985,0.0011670920066535473,0.9980416592487092,10.842561272328052,50553,False,0.3,0.1,0.001
