epoch,batch,loss,main_loss,trajectory_projection_dice_loss,trajectory_direction_loss,trajectory_projection_dice_weight,trajectory_direction_weight,lr
0,0,0.70173579454422,0.3158988654613495,0.9717093706130981,0.47162064909935,0.3,0.2,0.001
0,1,0.6978880167007446,0.31842875480651855,0.9803279638290405,0.42680439352989197,0.3,0.2,0.001
0,2,0.7239606976509094,0.337546706199646,0.8997730612754822,0.5824105143547058,0.3,0.2,0.001
0,3,0.7105051279067993,0.33157238364219666,0.950235903263092,0.46930959820747375,0.3,0.2,0.001
0,4,0.6552208065986633,0.34059640765190125,0.8415423035621643,0.3108085095882416,0.3,0.2,0.001
0,5,0.6683162450790405,0.29780906438827515,0.91221022605896,0.4842204451560974,0.3,0.2,0.001
0,6,0.6584293842315674,0.3099169135093689,0.6821605563163757,0.7193214893341064,0.3,0.2,0.001
0,7,0.657937228679657,0.2621324360370636,0.9523216485977173,0.5505414605140686,0.3,0.2,0.001
0,8,0.580515444278717,0.263692706823349,0.7973703742027283,0.38805821537971497,0.3,0.2,0.001
0,9,0.5843542814254761,0.25242695212364197,0.7171361446380615,0.5839323401451111,0.3,0.2,0.001
0,10,0.6091561317443848,0.23745200037956238,0.8935271501541138,0.5182297825813293,0.3,0.2,0.001
0,11,0.4940270483493805,0.23629334568977356,0.6486262679100037,0.3157290816307068,0.3,0.2,0.001
0,12,0.5720133781433105,0.23040322959423065,0.9021480679512024,0.35482847690582275,0.3,0.2,0.001
0,13,0.6060649752616882,0.251535028219223,0.8582237958908081,0.4853138029575348,0.3,0.2,0.001
0,14,0.4886454939842224,0.2219712883234024,0.6056386828422546,0.4249128997325897,0.3,0.2,0.001
0,15,0.5631550550460815,0.22688254714012146,0.796759843826294,0.4862227141857147,0.3,0.2,0.001
0,16,0.5948807597160339,0.22590500116348267,0.9553544521331787,0.4118468463420868,0.3,0.2,0.001
0,17,0.5547742247581482,0.21149274706840515,0.88442063331604,0.3897763192653656,0.3,0.2,0.001
0,18,0.5587464570999146,0.22820773720741272,0.8020774126052856,0.4495775103569031,0.3,0.2,0.001
0,19,0.5128329396247864,0.19840756058692932,0.8448053598403931,0.3049186170101166,0.3,0.2,0.001
0,20,0.521697998046875,0.2093520611524582,0.6837133169174194,0.5361595153808594,0.3,0.2,0.001
0,21,0.6118701696395874,0.22956857085227966,0.8774868249893188,0.5952778458595276,0.3,0.2,0.001
0,22,0.5663209557533264,0.22427991032600403,0.8280571103096008,0.4681195318698883,0.3,0.2,0.001
0,23,0.5829200744628906,0.1929728090763092,0.8893151879310608,0.6157635450363159,0.3,0.2,0.001
0,24,0.5039489269256592,0.18742117285728455,0.7372394800186157,0.4767795205116272,0.3,0.2,0.001
