epoch,batch,loss,main_loss,trajectory_projection_dice_loss,trajectory_projection_dice_weight,lr
0,0,0.6032934188842773,0.31095683574676514,0.9744553565979004,0.3,0.001
0,1,0.5884823799133301,0.3004586398601532,0.9600789546966553,0.3,0.001
0,2,0.564795970916748,0.27045199275016785,0.9811465740203857,0.3,0.001
0,3,0.5562672019004822,0.28200453519821167,0.9142088890075684,0.3,0.001
0,4,0.5288254618644714,0.26676440238952637,0.8735368251800537,0.3,0.001
0,5,0.5362330675125122,0.26493802666664124,0.9043167233467102,0.3,0.001
0,6,0.5198237895965576,0.2620803415775299,0.8591448068618774,0.3,0.001
0,7,0.46092814207077026,0.26970893144607544,0.6373974084854126,0.3,0.001
0,8,0.497011661529541,0.25459080934524536,0.8080695271492004,0.3,0.001
0,9,0.5163094997406006,0.24493402242660522,0.9045847654342651,0.3,0.001
0,10,0.5133270025253296,0.22955617308616638,0.9459027051925659,0.3,0.001
0,11,0.4714263081550598,0.22839108109474182,0.8101173639297485,0.3,0.001
0,12,0.48512202501296997,0.2307039350271225,0.8480602502822876,0.3,0.001
0,13,0.4798131287097931,0.21287453174591064,0.8897953033447266,0.3,0.001
0,14,0.5402015447616577,0.2464788258075714,0.9790756702423096,0.3,0.001
0,15,0.44564053416252136,0.2275441586971283,0.726987898349762,0.3,0.001
0,16,0.5246217250823975,0.23429499566555023,0.9677556753158569,0.3,0.001
0,17,0.4617652893066406,0.20197239518165588,0.8659762740135193,0.3,0.001
0,18,0.4669867753982544,0.22692324221134186,0.8002117872238159,0.3,0.001
0,19,0.4667084217071533,0.19641797244548798,0.900968074798584,0.3,0.001
0,20,0.3747488260269165,0.1944631189107895,0.6009523868560791,0.3,0.001
0,21,0.4424648880958557,0.19024059176445007,0.840747594833374,0.3,0.001
0,22,0.4466026723384857,0.18743520975112915,0.8638914823532104,0.3,0.001
0,23,0.4730188250541687,0.1916714757680893,0.937824547290802,0.3,0.001
0,24,0.413227915763855,0.19031941890716553,0.7430282235145569,0.3,0.001
0,25,0.43129241466522217,0.1798161417245865,0.8382542133331299,0.3,0.001
0,26,0.3593493103981018,0.19799697399139404,0.5378411412239075,0.3,0.001
0,27,0.3960825800895691,0.17387673258781433,0.7406860589981079,0.3,0.001
0,28,0.42578646540641785,0.19120587408542633,0.7819352746009827,0.3,0.001
0,29,0.43311837315559387,0.17341011762619019,0.8656941652297974,0.3,0.001
0,30,0.4342102110385895,0.17219939827919006,0.8733693361282349,0.3,0.001
0,31,0.4540196359157562,0.17644032835960388,0.925264298915863,0.3,0.001
0,32,0.3813139796257019,0.1642400622367859,0.7235797047615051,0.3,0.001
0,33,0.40631622076034546,0.17143787443637848,0.7829277515411377,0.3,0.001
0,34,0.42926502227783203,0.2518984377384186,0.5912219285964966,0.3,0.001
0,35,0.3614945113658905,0.1650245189666748,0.6548999547958374,0.3,0.001
0,36,0.4357914626598358,0.18603213131427765,0.8325310945510864,0.3,0.001
0,37,0.4889146387577057,0.2089710533618927,0.93314528465271,0.3,0.001
0,38,0.35968685150146484,0.1597297638654709,0.6665236353874207,0.3,0.001
0,39,0.47809723019599915,0.20452767610549927,0.9118984937667847,0.3,0.001
0,40,0.44552212953567505,0.16655570268630981,0.9298880696296692,0.3,0.001
0,41,0.45326268672943115,0.1763559728860855,0.9230223298072815,0.3,0.001
0,42,0.37103015184402466,0.16031253337860107,0.7023919820785522,0.3,0.001
0,43,0.46584317088127136,0.1828279197216034,0.9433841705322266,0.3,0.001
0,44,0.3104900121688843,0.15429800748825073,0.5206400156021118,0.3,0.001
0,45,0.47128981351852417,0.18396319448947906,0.9577553272247314,0.3,0.001
0,46,0.30480480194091797,0.14515723288059235,0.5321584939956665,0.3,0.001
0,47,0.390664279460907,0.14724275469779968,0.8114050626754761,0.3,0.001
0,48,0.30217766761779785,0.15467023849487305,0.4916914105415344,0.3,0.001
0,49,0.28179171681404114,0.1400916427373886,0.47233355045318604,0.3,0.001
0,50,0.3320615291595459,0.13814979791641235,0.6463724374771118,0.3,0.001
0,51,0.41503626108169556,0.14817245304584503,0.8895460367202759,0.3,0.001
0,52,0.4708588719367981,0.18095101416110992,0.9663594961166382,0.3,0.001
0,53,0.40762969851493835,0.14304009079933167,0.8819653391838074,0.3,0.001
0,54,0.4628962278366089,0.17153537273406982,0.9712027907371521,0.3,0.001
0,55,0.45072507858276367,0.16296865046024323,0.9591879844665527,0.3,0.001
0,56,0.4454415440559387,0.16203002631664276,0.9447050094604492,0.3,0.001
0,57,0.33864617347717285,0.14983008801937103,0.6293869018554688,0.3,0.001
0,58,0.44502466917037964,0.15138889849185944,0.9787859320640564,0.3,0.001
0,59,0.44810938835144043,0.15358123183250427,0.9817604422569275,0.3,0.001
0,60,0.3621574342250824,0.12965206801891327,0.7750178575515747,0.3,0.001
0,61,0.3660547733306885,0.12998934090137482,0.7868847846984863,0.3,0.001
0,62,0.3802182674407959,0.14093954861164093,0.797595739364624,0.3,0.001
0,63,0.40358835458755493,0.14206166565418243,0.8717555999755859,0.3,0.001
0,64,0.38804352283477783,0.12696100771427155,0.8702750205993652,0.3,0.001
0,65,0.41913604736328125,0.14915448427200317,0.8999385237693787,0.3,0.001
0,66,0.39588451385498047,0.12714694440364838,0.8957918286323547,0.3,0.001
0,67,0.32360875606536865,0.11993613839149475,0.6789087057113647,0.3,0.001
0,68,0.33365556597709656,0.11875800788402557,0.7163251638412476,0.3,0.001
0,69,0.32471442222595215,0.12682606279850006,0.6596277952194214,0.3,0.001
0,70,0.255173921585083,0.1270991861820221,0.42691582441329956,0.3,0.001
0,71,0.2656213641166687,0.12471199035644531,0.46969783306121826,0.3,0.001
0,72,0.3174648880958557,0.11630849540233612,0.6705212593078613,0.3,0.001
0,73,0.26776841282844543,0.11276557296514511,0.5166760683059692,0.3,0.001
0,74,0.37747108936309814,0.12069527804851532,0.855919361114502,0.3,0.001
0,75,0.393209308385849,0.13188639283180237,0.8710763454437256,0.3,0.001
0,76,0.3371960520744324,0.1286686509847641,0.6950912475585938,0.3,0.001
0,77,0.22696903347969055,0.10655660182237625,0.4013747572898865,0.3,0.001
0,78,0.3791961669921875,0.11798183619976044,0.8707144260406494,0.3,0.001
0,79,0.37262892723083496,0.11996112763881683,0.842225968837738,0.3,0.001
0,80,0.270896315574646,0.11587593704462051,0.5167346000671387,0.3,0.001
0,81,0.35942143201828003,0.11100795120000839,0.8280448913574219,0.3,0.001
0,82,0.3686829209327698,0.112424835562706,0.8541935682296753,0.3,0.001
0,83,0.28411537408828735,0.11111851036548615,0.5766562223434448,0.3,0.001
0,84,0.2249361276626587,0.10318300873041153,0.40584373474121094,0.3,0.001
0,85,0.21633978188037872,0.09968648105859756,0.3888443112373352,0.3,0.001
0,86,0.31735333800315857,0.11074037104845047,0.6887098550796509,0.3,0.001
0,87,0.4341026544570923,0.14178159832954407,0.9744035005569458,0.3,0.001
0,88,0.3836565911769867,0.11204426735639572,0.9053743481636047,0.3,0.001
0,89,0.21542535722255707,0.09414120763540268,0.40428048372268677,0.3,0.001
0,90,0.26341572403907776,0.10356836766004562,0.5328245162963867,0.3,0.001
0,91,0.3801523745059967,0.10950364917516708,0.9021623730659485,0.3,0.001
0,92,0.2492692768573761,0.09608226269483566,0.5106233954429626,0.3,0.001
0,93,0.3270745277404785,0.09429551661014557,0.7759300470352173,0.3,0.001
0,94,0.23021820187568665,0.09149409085512161,0.4624137282371521,0.3,0.001
0,95,0.4226377606391907,0.13914261758327484,0.9449838399887085,0.3,0.001
0,96,0.33551812171936035,0.09383198618888855,0.8056204915046692,0.3,0.001
0,97,0.30792778730392456,0.09005719423294067,0.7262352108955383,0.3,0.001
0,98,0.2685997486114502,0.11455051600933075,0.5134974718093872,0.3,0.001
1,0,0.24699509143829346,0.08689900487661362,0.5336536169052124,0.3,0.001
1,1,0.35201263427734375,0.0931008830666542,0.8630391359329224,0.3,0.001
1,2,0.26766836643218994,0.09636160731315613,0.5710224509239197,0.3,0.001
1,3,0.3042404353618622,0.090531125664711,0.7123643159866333,0.3,0.001
1,4,0.3210880756378174,0.11295950412750244,0.6937618851661682,0.3,0.001
1,5,0.24513599276542664,0.09103516489267349,0.5136693716049194,0.3,0.001
1,6,0.3535752296447754,0.09219417721033096,0.8712701201438904,0.3,0.001
1,7,0.2304081916809082,0.08601760119199753,0.4813019037246704,0.3,0.001
1,8,0.30766162276268005,0.08201701194047928,0.7521486282348633,0.3,0.001
