variant,epoch,mean_loss,min_loss,max_loss,best_loss,val_iou,val_seg_acc,val_pd,val_fa
v002_slope_0p02,0,0.2356454927210856,0.17289814352989197,0.3427228331565857,0.17289814352989197,,,,
v002_slope_0p02,1,0.15069947549791046,0.1162574291229248,0.21034692227840424,0.1162574291229248,,,,
v002_slope_0p02,2,0.10362547989746537,0.07627137005329132,0.15197233855724335,0.07627137005329132,,,,
v002_slope_0p02,3,0.07511381639374627,0.05457409471273422,0.1272692233324051,0.05457409471273422,,,,
v002_slope_0p02,4,0.056139827188518315,0.04151250794529915,0.10657845437526703,0.04151250794529915,,,,
v002_slope_0p02,5,0.04533019436128212,0.0327581949532032,0.09161219000816345,0.0327581949532032,,,,
v002_slope_0p02,6,0.03911559234815414,0.027213487774133682,0.08639956265687943,0.027213487774133682,,,,
v002_slope_0p02,7,0.03625135458629541,0.020413320511579514,0.1619596779346466,0.020413320511579514,,,,
v002_slope_0p02,8,0.031864316531955594,0.0183818731456995,0.0614875964820385,0.0183818731456995,,,,
v002_slope_0p02,9,0.0288631147657982,0.01590551994740963,0.05155958607792854,0.01590551994740963,,,,
v002_slope_0p02,10,0.026656549875483368,0.015137680806219578,0.04863268882036209,0.015137680806219578,,,,
v002_slope_0p02,11,0.025983162318365744,0.014771423302590847,0.04786185175180435,0.014771423302590847,,,,
v002_slope_0p02,12,0.025799772786823185,0.014983495697379112,0.04479576274752617,0.014771423302590847,,,,
v002_slope_0p02,13,0.025756421583619984,0.013684175908565521,0.052488964051008224,0.013684175908565521,,,,
v002_slope_0p02,14,0.025392301474707297,0.013937508687376976,0.044623009860515594,0.013684175908565521,,,,
v002_slope_0p02,15,0.0249385948038914,0.013670931570231915,0.042197417467832565,0.013670931570231915,,,,
v002_slope_0p02,16,0.02474195147027271,0.013521241024136543,0.04408947005867958,0.013521241024136543,,,,
v002_slope_0p02,17,0.024542741458674872,0.013537660241127014,0.05133802816271782,0.013521241024136543,,,,
v002_slope_0p02,18,0.024185403993334433,0.013303214684128761,0.043862491846084595,0.013303214684128761,,,,
v002_slope_0p02,19,0.023955711041285535,0.01335176546126604,0.04804060235619545,0.013303214684128761,,,,
v002_slope_0p02,20,0.023731750229166612,0.013075480237603188,0.04425597935914993,0.013075480237603188,,,,
v002_slope_0p02,21,0.0235904436652558,0.012834157794713974,0.04058483988046646,0.012834157794713974,,,,
v002_slope_0p02,22,0.02359054929981328,0.012755652889609337,0.042667172849178314,0.012755652889609337,,,,
v002_slope_0p02,23,0.02350312934228868,0.012464835308492184,0.04269428178668022,0.012464835308492184,,,,
v002_slope_0p02,24,0.023574887953623377,0.012784549035131931,0.043952811509370804,0.012464835308492184,,,,
v002_slope_0p02,25,0.02362477146277223,0.012717075645923615,0.04119958356022835,0.012464835308492184,,,,
v002_slope_0p02,26,0.023633097260814123,0.012718722224235535,0.04220091551542282,0.012464835308492184,,,,
v002_slope_0p02,27,0.023601042276079006,0.0121690034866333,0.043672993779182434,0.0121690034866333,,,,
v002_slope_0p02,28,0.023571624524063535,0.012554377317428589,0.044708382338285446,0.0121690034866333,,,,
v002_slope_0p02,29,0.023445764584749035,0.012982182204723358,0.04279683157801628,0.0121690034866333,,,,
v002_slope_0p02,30,0.023559460200068324,0.012868020683526993,0.044628918170928955,0.0121690034866333,,,,
v002_slope_0p02,31,0.02333729462039591,0.012684374116361141,0.04225549474358559,0.0121690034866333,,,,
v002_slope_0p02,32,0.023463448377871753,0.012543739750981331,0.044410232454538345,0.0121690034866333,,,,
v002_slope_0p02,33,0.023497468744865573,0.012784481048583984,0.044645994901657104,0.0121690034866333,,,,
v002_slope_0p02,34,0.023371076813400393,0.012783918529748917,0.04153832420706749,0.0121690034866333,,,,
v002_slope_0p02,35,0.023365892488697564,0.012914163060486317,0.04049837589263916,0.0121690034866333,,,,
v002_slope_0p02,36,0.023475917225534267,0.012807854451239109,0.04349196329712868,0.0121690034866333,,,,
v002_slope_0p02,37,0.02335313345409102,0.01258375495672226,0.041176024824380875,0.0121690034866333,,,,
v002_slope_0p02,38,0.023496947016077813,0.012893499806523323,0.043491095304489136,0.0121690034866333,,,,
v002_slope_0p02,39,0.02337150846730278,0.012785668484866619,0.042473189532756805,0.0121690034866333,,,,
v002_slope_0p02,40,0.023456606628241564,0.012792279943823814,0.04610232263803482,0.0121690034866333,0.6470308498963541,0.8100479345403474,0.8569928601427972,8.460583286957198e-05
v002_slope_0p02,41,0.023504544905565604,0.012319953180849552,0.04269559308886528,0.0121690034866333,0.6470509334341352,0.8100632003175282,0.8569928601427972,8.459990746894379e-05
v002_slope_0p02,42,0.023334191274838618,0.01299901120364666,0.04397205263376236,0.0121690034866333,0.6470387396505262,0.8100479345403474,0.8569928601427972,8.459990746894379e-05
v002_slope_0p02,43,0.023348062430894136,0.01206859853118658,0.041427843272686005,0.01206859853118658,0.6470588235294118,0.8100632003175282,0.8569928601427972,8.459398206831561e-05
v002_slope_0p02,44,0.023469703516574823,0.012309442274272442,0.04509088769555092,0.01206859853118658,0.647027264302785,0.8100632003175282,0.8569928601427972,8.461768367082836e-05
v002_slope_0p02,45,0.0233594412266305,0.012681704014539719,0.04492388665676117,0.01206859853118658,0.6470430435312766,0.8100632003175282,0.8569928601427972,8.459694476862969e-05
v002_slope_0p02,46,0.023499288210513617,0.012610608711838722,0.04583517462015152,0.01206859853118658,0.647026545866917,0.8100326687631667,0.8569928601427972,8.459398206831561e-05
v002_slope_0p02,47,0.02360602542569842,0.012550046667456627,0.04422616958618164,0.01206859853118658,0.647026545866917,0.8100326687631667,0.8569928601427972,8.459398206831561e-05
v002_slope_0p02,48,0.023359876380048016,0.0127559220418334,0.044134531170129776,0.01206859853118658,0.6470186562614315,0.8100326687631667,0.8569928601427972,8.459990746894379e-05
v002_slope_0p02,49,0.023479712666059385,0.01261525321751833,0.049650683999061584,0.01206859853118658,0.6470107668483496,0.8100326687631667,0.8569928601427972,8.460287016925788e-05
