version,work_point,label,source_version,threshold,iou,seg_acc,pd,fa,tp,fp,fn,pred_positive,gt_positive,total_events,max_events_num,input_channel,optimizer,epochs,submission_validation_status,submission_txt_count,notes,delta_iou_vs_v450,delta_seg_acc_vs_v450,delta_pd_vs_v450,delta_fa_vs_v450
v4.5.0,recommended@0.90,v4.5.0 fixed train-set input normalization,v4.5.0,0.9,0.7124943906660683,0.8483345037095839,0.8362032759344813,0.00024329694979336944,55571,12489,9935,68060,65506,1424330,50000,8,Adam,50,ok,24,"Fixed train-set statistics normalize [x,y,t,p,d,L*,C,T].",0.0,0.0,0.0,0.0
v4.5.0,best-IoU@0.80,v4.5.0 best-IoU threshold,v4.5.0,0.8,0.7206513823669739,0.8762098128415717,0.8698026039479211,0.00034665667565115415,57397,14140,8109,71537,65506,1424330,50000,8,Adam,50,not_submitted,,Highest IoU point from v4.5.0 threshold scan.,0.008156991700905558,0.02787530913198788,0.03359932801343979,0.00010335972585778471
v4.3.4,best-IoU@0.85,v4.3.4 best-IoU threshold tune,v4.3.3,0.85,0.7469500972813798,0.8673861936311178,0.8435531289374213,0.00034018021276454544,56819,10562,8687,67381,65506,1424330,50000,8,Adam,0,not_submitted,,Highest IoU in this comparison; FA increases versus v4.3.3@0.90.,0.0344557066153115,0.019051689921533943,0.007349853002939999,9.6883262971176e-05
v4.3.4,recommended@0.92,v4.3.4 recommended low-FA threshold tune,v4.3.3,0.92,0.7404451682953311,0.8328397398711569,0.7988240235195296,0.00020510478004438836,54556,8174,10950,62730,65506,1424330,50000,8,Adam,0,ok,24,"Recommended deployable work point: lower FA than v4.3.3 and validated submission, with modest IoU/PD tradeoff.",0.02795077762926279,-0.015494763838426961,-0.03737925241495166,-3.819216974898108e-05
v4.3.3,baseline@0.90,Trajectory Direction Head,,0.9,0.745085128398081,0.846441547339175,0.8152036959260814,0.00024217408637432794,55447,8911,10059,64358,65506,1424330,50000,8,Adam,50,ok,24,Training architecture baseline reused by v4.3.4.,0.03259073773201271,-0.0018929563704088714,-0.020999580008399854,-1.122863419041498e-06
v4.2.0,baseline@0.90,Bottleneck Direction Aggregation skipped,,0.9,0.5906226853495946,0.888620889689494,0.863922721545569,0.00018397480140427256,58210,33051,7296,91261,65506,1424330,50000,8,Adam,50,ok,24,"Highest seg_acc and PD among listed baselines, but IoU far below v4.3.3/v4.3.4.",-0.12187170531647373,0.04028638597991019,0.027719445611087745,-5.932214838909688e-05
v3.1.3,baseline@0.90,no-patchattention EV-SpSegNet,,0.9,0.7170857336496103,0.8076054101914328,0.8097438051238975,0.0001525642526742518,52903,8269,12603,61172,65506,1424330,50000,8,Adam,50,ok,24,Strong low-FA 8-channel baseline; lower IoU than v4.3.3/v4.3.4.,0.004591342983541913,-0.040729093518151016,-0.02645947081058375,-9.073269711911764e-05
v2.1.0,baseline,v002_slope_0p005 improvement suite,,,0.652904051277635,0.8101547949806125,0.8628727425451491,0.00010876072853037739,,,,,65506,,20000,4,Adam,50,ok,24,Lowest FA overall; 4-channel baseline remains useful for low false-alarm reference.,-0.05959033938843339,-0.03817970872897136,0.026669466610667825,-0.00013453622126299205
