epoch,batch,loss,lr
0,0,0.27833035588264465,0.001
0,1,0.2950141429901123,0.001
0,2,0.30326107144355774,0.001
0,3,0.23596684634685516,0.001
0,4,0.24463103711605072,0.001
0,5,0.25363343954086304,0.001
0,6,0.2885987460613251,0.001
0,7,0.262546181678772,0.001
0,8,0.224930539727211,0.001
0,9,0.2157810479402542,0.001
0,10,0.22557903826236725,0.001
0,11,0.21455985307693481,0.001
0,12,0.2158905416727066,0.001
0,13,0.24892807006835938,0.001
0,14,0.2351980209350586,0.001
0,15,0.2059144824743271,0.001
0,16,0.20370405912399292,0.001
0,17,0.2375098019838333,0.001
0,18,0.21250952780246735,0.001
0,19,0.22682343423366547,0.001
0,20,0.19863542914390564,0.001
0,21,0.2007395476102829,0.001
0,22,0.1952269822359085,0.001
0,23,0.19882015883922577,0.001
0,24,0.18436932563781738,0.001
0,25,0.2357032150030136,0.001
0,26,0.2301124632358551,0.001
0,27,0.1866115778684616,0.001
0,28,0.18975462019443512,0.001
0,29,0.2179335206747055,0.001
0,30,0.34136444330215454,0.001
0,31,0.18088918924331665,0.001
0,32,0.1889672428369522,0.001
0,33,0.17708942294120789,0.001
0,34,0.17083509266376495,0.001
0,35,0.16972140967845917,0.001
0,36,0.18731163442134857,0.001
0,37,0.21214351058006287,0.001
0,38,0.20269770920276642,0.001
0,39,0.18039095401763916,0.001
0,40,0.1760549396276474,0.001
0,41,0.16617988049983978,0.001
0,42,0.17726394534111023,0.001
0,43,0.20224468410015106,0.001
0,44,0.15940873324871063,0.001
0,45,0.15850086510181427,0.001
0,46,0.20019526779651642,0.001
0,47,0.15858185291290283,0.001
0,48,0.2152147740125656,0.001
0,49,0.1972334235906601,0.001
0,50,0.15386201441287994,0.001
0,51,0.1600990891456604,0.001
0,52,0.20572201907634735,0.001
0,53,0.15031272172927856,0.001
0,54,0.1582208275794983,0.001
0,55,0.14748229086399078,0.001
0,56,0.1558975726366043,0.001
0,57,0.15893293917179108,0.001
0,58,0.16753432154655457,0.001
0,59,0.1579965502023697,0.001
0,60,0.14909358322620392,0.001
0,61,0.14787529408931732,0.001
0,62,0.1624218374490738,0.001
0,63,0.1692827194929123,0.001
0,64,0.20501458644866943,0.001
0,65,0.1430584043264389,0.001
0,66,0.14245525002479553,0.001
0,67,0.14612188935279846,0.001
0,68,0.15155677497386932,0.001
0,69,0.13480940461158752,0.001
0,70,0.14024385809898376,0.001
0,71,0.13487039506435394,0.001
0,72,0.13794618844985962,0.001
0,73,0.1308365762233734,0.001
0,74,0.15669439733028412,0.001
0,75,0.15058743953704834,0.001
0,76,0.12822583317756653,0.001
0,77,0.1309531182050705,0.001
0,78,0.1261996179819107,0.001
0,79,0.15043647587299347,0.001
0,80,0.14394403994083405,0.001
0,81,0.16629160940647125,0.001
0,82,0.12345945090055466,0.001
0,83,0.1340923011302948,0.001
0,84,0.15672717988491058,0.001
0,85,0.120683453977108,0.001
0,86,0.12358076125383377,0.001
0,87,0.1224876195192337,0.001
0,88,0.1418699473142624,0.001
0,89,0.19363050162792206,0.001
0,90,0.12139099836349487,0.001
0,91,0.11539362370967865,0.001
0,92,0.1227131336927414,0.001
0,93,0.1338312327861786,0.001
0,94,0.1129029393196106,0.001
0,95,0.1528104990720749,0.001
0,96,0.12362388521432877,0.001
0,97,0.12731657922267914,0.001
0,98,0.14168699085712433,0.001
1,0,0.13786903023719788,0.001
1,1,0.11415505409240723,0.001
1,2,0.10895232856273651,0.001
1,3,0.11786672472953796,0.001
1,4,0.11129554361104965,0.001
1,5,0.10658597201108932,0.001
1,6,0.1102689653635025,0.001
1,7,0.14521588385105133,0.001
1,8,0.13420617580413818,0.001
1,9,0.15628424286842346,0.001
1,10,0.1386643499135971,0.001
1,11,0.10643720626831055,0.001
1,12,0.10585048794746399,0.001
1,13,0.10086321085691452,0.001
1,14,0.10457991808652878,0.001
1,15,0.10010600090026855,0.001
1,16,0.09832664579153061,0.001
1,17,0.10247606039047241,0.001
1,18,0.09906657785177231,0.001
1,19,0.14429831504821777,0.001
1,20,0.10871085524559021,0.001
1,21,0.10796866565942764,0.001
1,22,0.09965521097183228,0.001
1,23,0.11300259828567505,0.001
1,24,0.09616705775260925,0.001
1,25,0.12358923256397247,0.001
1,26,0.10257300734519958,0.001
1,27,0.09849781543016434,0.001
1,28,0.12301446497440338,0.001
1,29,0.09235623478889465,0.001
1,30,0.10071385651826859,0.001
1,31,0.1552547812461853,0.001
1,32,0.09279056638479233,0.001
1,33,0.09005270153284073,0.001
1,34,0.12198587507009506,0.001
1,35,0.11468681693077087,0.001
1,36,0.09938348084688187,0.001
1,37,0.08925075829029083,0.001
1,38,0.0956077128648758,0.001
1,39,0.08592835813760757,0.001
1,40,0.08459484577178955,0.001
1,41,0.1063525602221489,0.001
1,42,0.10067811608314514,0.001
1,43,0.08369643241167068,0.001
1,44,0.08341914415359497,0.001
1,45,0.10262519121170044,0.001
1,46,0.0808953121304512,0.001
1,47,0.09399345517158508,0.001
1,48,0.09181419759988785,0.001
1,49,0.08242323249578476,0.001
1,50,0.0908958837389946,0.001
1,51,0.07746484130620956,0.001
1,52,0.1110423356294632,0.001
1,53,0.07694487273693085,0.001
1,54,0.08189822733402252,0.001
1,55,0.0851268470287323,0.001
1,56,0.0801556333899498,0.001
1,57,0.09881967306137085,0.001
1,58,0.09114011377096176,0.001
1,59,0.14773403108119965,0.001
1,60,0.0831257626414299,0.001
1,61,0.07680517435073853,0.001
1,62,0.07415783405303955,0.001
1,63,0.124073825776577,0.001
1,64,0.08143986016511917,0.001
1,65,0.12612901628017426,0.001
1,66,0.0746629536151886,0.001
1,67,0.0897626131772995,0.001
1,68,0.21793146431446075,0.001
1,69,0.07482408732175827,0.001
1,70,0.07395495474338531,0.001
1,71,0.08306402713060379,0.001
1,72,0.08879905194044113,0.001
1,73,0.06977124512195587,0.001
1,74,0.07100538909435272,0.001
1,75,0.08522635698318481,0.001
1,76,0.09898378700017929,0.001
1,77,0.10132333636283875,0.001
1,78,0.07101622968912125,0.001
1,79,0.08352995663881302,0.001
1,80,0.06632672995328903,0.001
1,81,0.08199360221624374,0.001
1,82,0.06551598757505417,0.001
1,83,0.08540409803390503,0.001
1,84,0.06381580233573914,0.001
1,85,0.09360665827989578,0.001
1,86,0.07217417657375336,0.001
1,87,0.08216290175914764,0.001
1,88,0.06423646956682205,0.001
1,89,0.08580729365348816,0.001
1,90,0.09256886690855026,0.001
1,91,0.06327997148036957,0.001
1,92,0.06334128230810165,0.001
1,93,0.07353171706199646,0.001
1,94,0.06358063220977783,0.001
1,95,0.06999640166759491,0.001
1,96,0.06128792464733124,0.001
1,97,0.059971973299980164,0.001
1,98,0.0956517681479454,0.001
2,0,0.05862421169877052,0.001
2,1,0.06099863722920418,0.001
2,2,0.058542944490909576,0.001
2,3,0.06222181022167206,0.001
2,4,0.06266859918832779,0.001
2,5,0.06935807317495346,0.001
2,6,0.08741849660873413,0.001
2,7,0.06137685105204582,0.001
2,8,0.08768216520547867,0.001
2,9,0.08521199226379395,0.001
2,10,0.062363188713788986,0.001
2,11,0.06403718888759613,0.001
2,12,0.05564466863870621,0.001
2,13,0.057200703769922256,0.001
2,14,0.06451746076345444,0.001
2,15,0.07263796031475067,0.001
2,16,0.06404902786016464,0.001
2,17,0.05464780703186989,0.001
2,18,0.08066944032907486,0.001
2,19,0.06201593577861786,0.001
2,20,0.05370761454105377,0.001
2,21,0.08496247977018356,0.001
2,22,0.05255858972668648,0.001
2,23,0.05324110388755798,0.001
2,24,0.05196022614836693,0.001
2,25,0.11185292154550552,0.001
2,26,0.052909549325704575,0.001
2,27,0.05144492909312248,0.001
2,28,0.06763564795255661,0.001
2,29,0.04928501695394516,0.001
2,30,0.050477463752031326,0.001
2,31,0.051403529942035675,0.001
2,32,0.07545273005962372,0.001
2,33,0.08460160344839096,0.001
2,34,0.06408125162124634,0.001
2,35,0.07297717779874802,0.001
2,36,0.05095171928405762,0.001
2,37,0.06820829212665558,0.001
2,38,0.050913162529468536,0.001
2,39,0.05811895430088043,0.001
2,40,0.05449509248137474,0.001
2,41,0.04629470407962799,0.001
2,42,0.045199234038591385,0.001
2,43,0.08231661468744278,0.001
2,44,0.04602852836251259,0.001
2,45,0.06850908696651459,0.001
2,46,0.04487444832921028,0.001
2,47,0.05475066602230072,0.001
2,48,0.044721025973558426,0.001
2,49,0.04435141757130623,0.001
2,50,0.05711004137992859,0.001
2,51,0.07305344194173813,0.001
2,52,0.07302368432283401,0.001
2,53,0.04250868782401085,0.001
2,54,0.04288814589381218,0.001
2,55,0.05212661623954773,0.001
2,56,0.04457222670316696,0.001
2,57,0.04548367112874985,0.001
2,58,0.04679955169558525,0.001
2,59,0.05088033899664879,0.001
2,60,0.06704141944646835,0.001
2,61,0.04395611956715584,0.001
2,62,0.05896274000406265,0.001
2,63,0.04796282574534416,0.001
2,64,0.0400875024497509,0.001
2,65,0.040085673332214355,0.001
2,66,0.05940629914402962,0.001
2,67,0.04399460554122925,0.001
2,68,0.07231937348842621,0.001
2,69,0.05845356360077858,0.001
2,70,0.03945772349834442,0.001
2,71,0.04277421906590462,0.001
2,72,0.04019065946340561,0.001
2,73,0.04395194724202156,0.001
2,74,0.03873675689101219,0.001
2,75,0.05508827418088913,0.001
2,76,0.06051039323210716,0.001
2,77,0.08160635083913803,0.001
2,78,0.041088152676820755,0.001
2,79,0.04353441298007965,0.001
2,80,0.05569358170032501,0.001
2,81,0.05551642179489136,0.001
2,82,0.15628653764724731,0.001
2,83,0.039878960698843,0.001
2,84,0.0508677139878273,0.001
2,85,0.03693784028291702,0.001
2,86,0.04729824140667915,0.001
2,87,0.0379079133272171,0.001
2,88,0.052640169858932495,0.001
2,89,0.034751106053590775,0.001
2,90,0.0354609377682209,0.001
2,91,0.08314261585474014,0.001
2,92,0.04517379775643349,0.001
2,93,0.03904186561703682,0.001
2,94,0.0402672104537487,0.001
2,95,0.0367218516767025,0.001
2,96,0.035065557807683945,0.001
2,97,0.037711795419454575,0.001
2,98,0.03744921460747719,0.001
3,0,0.07176683843135834,0.001
3,1,0.03502697870135307,0.001
3,2,0.035395171493291855,0.001
3,3,0.03418177366256714,0.001
3,4,0.03679065406322479,0.001
3,5,0.03470003232359886,0.001
3,6,0.03539787605404854,0.001
3,7,0.03621275722980499,0.001
3,8,0.056416094303131104,0.001
3,9,0.036955151706933975,0.001
3,10,0.047881390899419785,0.001
3,11,0.031345196068286896,0.001
3,12,0.03235262632369995,0.001
3,13,0.034842897206544876,0.001
3,14,0.03353874012827873,0.001
3,15,0.03355804458260536,0.001
3,16,0.03211052343249321,0.001
3,17,0.04212196171283722,0.001
3,18,0.050534505397081375,0.001
3,19,0.042122434824705124,0.001
3,20,0.03587755188345909,0.001
3,21,0.03209342807531357,0.001
3,22,0.03401661664247513,0.001
3,23,0.06071554869413376,0.001
3,24,0.04369324818253517,0.001
3,25,0.03832937777042389,0.001
3,26,0.034168753772974014,0.001
3,27,0.05209345370531082,0.001
3,28,0.08179971575737,0.001
3,29,0.059497445821762085,0.001
3,30,0.12420953065156937,0.001
3,31,0.050507549196481705,0.001
3,32,0.042614854872226715,0.001
3,33,0.041425399482250214,0.001
3,34,0.04741237685084343,0.001
3,35,0.04201241955161095,0.001
3,36,0.037067558616399765,0.001
3,37,0.033023402094841,0.001
3,38,0.033463407307863235,0.001
3,39,0.03866882249712944,0.001
3,40,0.03805779293179512,0.001
3,41,0.02868395298719406,0.001
3,42,0.07506154477596283,0.001
3,43,0.03799803555011749,0.001
3,44,0.027294978499412537,0.001
3,45,0.04291972517967224,0.001
3,46,0.027509061619639397,0.001
3,47,0.028327133506536484,0.001
3,48,0.03899542987346649,0.001
3,49,0.026161668822169304,0.001
3,50,0.02804860658943653,0.001
3,51,0.033119916915893555,0.001
3,52,0.026382114738225937,0.001
3,53,0.031162800267338753,0.001
3,54,0.036127932369709015,0.001
3,55,0.026548774912953377,0.001
3,56,0.02637372352182865,0.001
3,57,0.0293318722397089,0.001
3,58,0.03143163397908211,0.001
3,59,0.04356154426932335,0.001
3,60,0.05892833322286606,0.001
3,61,0.041907764971256256,0.001
3,62,0.027258221060037613,0.001
3,63,0.04773964732885361,0.001
3,64,0.024537086486816406,0.001
3,65,0.03809192031621933,0.001
3,66,0.028484560549259186,0.001
3,67,0.04433785378932953,0.001
3,68,0.031160088256001472,0.001
3,69,0.03813193738460541,0.001
3,70,0.025648895651102066,0.001
3,71,0.024754801765084267,0.001
3,72,0.026198115199804306,0.001
3,73,0.07012356072664261,0.001
3,74,0.025657430291175842,0.001
3,75,0.052216097712516785,0.001
3,76,0.030936002731323242,0.001
3,77,0.03538353368639946,0.001
3,78,0.04109922796487808,0.001
3,79,0.041359931230545044,0.001
3,80,0.028373364359140396,0.001
3,81,0.02899678237736225,0.001
3,82,0.02925518900156021,0.001
3,83,0.02498784475028515,0.001
3,84,0.037817541509866714,0.001
3,85,0.026062868535518646,0.001
3,86,0.04759697988629341,0.001
3,87,0.023996511474251747,0.001
3,88,0.02458450384438038,0.001
3,89,0.033854249864816666,0.001
3,90,0.05302834510803223,0.001
3,91,0.023662572726607323,0.001
3,92,0.023387014865875244,0.001
