step,epoch,loss
1547,7,0.0234
1548,7,0.0408
1549,7,0.0408
1550,7,0.0293
1551,7,0.0293
1552,7,0.0294
1553,7,0.0294
1554,7,0.0246
1555,7,0.0246
1556,7,0.0423
1557,7,0.0423
1558,7,0.0262
1559,7,0.0262
1560,7,0.0266
1561,7,0.0266
1562,7,0.0371
1563,7,0.0371
1564,7,0.0365
1565,7,0.0365
1566,7,0.0262
1567,7,0.0262
1568,7,0.0295
1569,7,0.0295
1570,7,0.0257
1571,7,0.0257
1572,7,0.0609
1573,7,0.0609
1574,7,0.0343
1575,7,0.0343
1576,7,0.028
1577,7,0.028
1578,7,0.0243
1579,7,0.0243
1580,7,0.0288
1581,7,0.0288
1582,7,0.0386
1583,7,0.0386
1584,7,0.0356
1585,7,0.0356
1586,7,0.0806
1587,7,0.0806
1588,7,0.0243
1589,7,0.0243
1590,7,0.0216
1591,7,0.0216
1592,7,0.0216
1593,8,0.0255
1594,8,0.0255
1595,8,0.0348
1596,8,0.0348
1597,8,0.0257
1598,8,0.0257
1599,8,0.0499
1600,8,0.0499
1601,8,0.0619
1602,8,0.0619
1603,8,0.0313
1604,8,0.0313
1605,8,0.0258
1606,8,0.0258
1607,8,0.028
1608,8,0.028
1609,8,0.0354
1610,8,0.0354
1611,8,0.0323
1612,8,0.0323
1613,8,0.0277
1614,8,0.0277
1615,8,0.0443
1616,8,0.0443
1617,8,0.0273
1618,8,0.0273
1619,8,0.0292
1620,8,0.0292
1621,8,0.0232
1622,8,0.0232
1623,8,0.0281
1624,8,0.0281
1625,8,0.0268
1626,8,0.0268
1627,8,0.0387
1628,8,0.0387
1629,8,0.0265
1630,8,0.0265
1631,8,0.0195
1632,8,0.0195
1633,8,0.0366
1634,8,0.0366
1635,8,0.0272
1636,8,0.0272
1637,8,0.025
1638,8,0.025
1639,8,0.0292
1640,8,0.0292
1641,8,0.0448
1642,8,0.0448
1643,8,0.0348
1644,8,0.0348
1645,8,0.0309
1646,8,0.0309
1647,8,0.0277
1648,8,0.0277
1649,8,0.0345
1650,8,0.0345
1651,8,0.0292
1652,8,0.0292
1653,8,0.0251
1654,8,0.0251
1655,8,0.0257
1656,8,0.0257
1657,8,0.0848
1658,8,0.0848
1659,8,0.0268
1660,8,0.0268
1661,8,0.0237
1662,8,0.0237
1663,8,0.0248
1664,8,0.0248
1665,8,0.0293
1666,8,0.0293
1667,8,0.0212
1668,8,0.0212
1669,8,0.0334
1670,8,0.0334
1671,8,0.0462
1672,8,0.0462
1673,8,0.0488
1674,8,0.0488
1675,8,0.0365
1676,8,0.0365
1677,8,0.024
1678,8,0.024
1679,8,0.0382
1680,8,0.0382
1681,8,0.0307
1682,8,0.0307
1683,8,0.021
1684,8,0.021
1685,8,0.0437
1686,8,0.0437
1687,8,0.0369
1688,8,0.0369
1689,8,0.0299
1690,8,0.0299
1691,8,0.0217
1692,8,0.0217
1693,8,0.0515
1694,8,0.0515
1695,8,0.0243
1696,8,0.0243
1697,8,0.0413
1698,8,0.0413
1699,8,0.0257
1700,8,0.0257
1701,8,0.0391
1702,8,0.0391
1703,8,0.0252
1704,8,0.0252
1705,8,0.0284
1706,8,0.0284
1707,8,0.0217
1708,8,0.0217
1709,8,0.0417
1710,8,0.0417
1711,8,0.0353
1712,8,0.0353
1713,8,0.0486
1714,8,0.0486
1715,8,0.0404
1716,8,0.0404
1717,8,0.0436
1718,8,0.0436
1719,8,0.0214
1720,8,0.0214
1721,8,0.0272
1722,8,0.0272
1723,8,0.0278
1724,8,0.0278
1725,8,0.0245
1726,8,0.0245
1727,8,0.0279
1728,8,0.0279
1729,8,0.0242
1730,8,0.0242
1731,8,0.0214
1732,8,0.0214
1733,8,0.025
1734,8,0.025
1735,8,0.0282
1736,8,0.0282
1737,8,0.0219
1738,8,0.0219
1739,8,0.0298
1740,8,0.0298
1741,8,0.03
1742,8,0.03
1743,8,0.0289
1744,8,0.0289
1745,8,0.026
1746,8,0.026
1747,8,0.0325
1748,8,0.0325
1749,8,0.0476
1750,8,0.0476
1751,8,0.033
1752,8,0.033
1753,8,0.0315
1754,8,0.0315
1755,8,0.0239
1756,8,0.0239
1757,8,0.0409
1758,8,0.0409
1759,8,0.0431
1760,8,0.0431
1761,8,0.0347
1762,8,0.0347
1763,8,0.0244
1764,8,0.0244
1765,8,0.0181
1766,8,0.0181
1767,8,0.0329
1768,8,0.0329
1769,8,0.0234
1770,8,0.0234
1771,8,0.024
1772,8,0.024
1773,8,0.052
1774,8,0.052
1775,8,0.0291
1776,8,0.0291
1777,8,0.0284
1778,8,0.0284
1779,8,0.0305
1780,8,0.0305
1781,8,0.0507
1782,8,0.0507
1783,8,0.0326
1784,8,0.0326
1785,8,0.0245
1786,8,0.0245
1787,8,0.0276
1788,8,0.0276
1789,8,0.0284
1790,8,0.0284
1791,8,0.0284
1792,9,0.0267
1793,9,0.0267
1794,9,0.065
1795,9,0.065
1796,9,0.0345
1797,9,0.0345
1798,9,0.0285
1799,9,0.0285
1800,9,0.0216
1801,9,0.0216
1802,9,0.0232
1803,9,0.0232
1804,9,0.0468
1805,9,0.0468
1806,9,0.0248
1807,9,0.0248
1808,9,0.0236
1809,9,0.0236
1810,9,0.0265
1811,9,0.0265
1812,9,0.0266
1813,9,0.0266
1814,9,0.024
1815,9,0.024
1816,9,0.0248
1817,9,0.0248
1818,9,0.036
1819,9,0.036
1820,9,0.0207
1821,9,0.0207
1822,9,0.0233
1823,9,0.0233
1824,9,0.0238
1825,9,0.0238
1826,9,0.0255
1827,9,0.0255
1828,9,0.0195
1829,9,0.0195
1830,9,0.023
1831,9,0.023
1832,9,0.0303
1833,9,0.0303
1834,9,0.02
1835,9,0.02
1836,9,0.0287
1837,9,0.0287
1838,9,0.0313
1839,9,0.0313
1840,9,0.0268
1841,9,0.0268
1842,9,0.032
1843,9,0.032
1844,9,0.0201
1845,9,0.0201
1846,9,0.0515
1847,9,0.0515
1848,9,0.055
1849,9,0.055
1850,9,0.0232
1851,9,0.0232
1852,9,0.0264
1853,9,0.0264
1854,9,0.0184
1855,9,0.0184
1856,9,0.0368
1857,9,0.0368
1858,9,0.0173
1859,9,0.0173
1860,9,0.0265
1861,9,0.0265
1862,9,0.0256
1863,9,0.0256
1864,9,0.0279
1865,9,0.0279
1866,9,0.0263
1867,9,0.0263
1868,9,0.0232
1869,9,0.0232
1870,9,0.0498
1871,9,0.0498
1872,9,0.0374
1873,9,0.0374
1874,9,0.0238
1875,9,0.0238
1876,9,0.0452
1877,9,0.0452
1878,9,0.0445
1879,9,0.0445
1880,9,0.0319
1881,9,0.0319
1882,9,0.0242
1883,9,0.0242
1884,9,0.0348
1885,9,0.0348
1886,9,0.0215
1887,9,0.0215
1888,9,0.0236
1889,9,0.0236
1890,9,0.0408
1891,9,0.0408
1892,9,0.0386
1893,9,0.0386
1894,9,0.0352
1895,9,0.0352
1896,9,0.033
1897,9,0.033
1898,9,0.0254
1899,9,0.0254
1900,9,0.0268
1901,9,0.0268
1902,9,0.0332
1903,9,0.0332
1904,9,0.0286
1905,9,0.0286
1906,9,0.0264
1907,9,0.0264
1908,9,0.03
1909,9,0.03
1910,9,0.0185
1911,9,0.0185
1912,9,0.0281
1913,9,0.0281
1914,9,0.0422
1915,9,0.0422
1916,9,0.0332
1917,9,0.0332
1918,9,0.0249
1919,9,0.0249
1920,9,0.0318
1921,9,0.0318
1922,9,0.0199
1923,9,0.0199
1924,9,0.0203
1925,9,0.0203
1926,9,0.0182
1927,9,0.0182
1928,9,0.0252
1929,9,0.0252
1930,9,0.0231
1931,9,0.0231
1932,9,0.0319
1933,9,0.0319
1934,9,0.0312
1935,9,0.0312
1936,9,0.0246
1937,9,0.0246
1938,9,0.0313
1939,9,0.0313
1940,9,0.0294
1941,9,0.0294
1942,9,0.0274
1943,9,0.0274
1944,9,0.0212
1945,9,0.0212
1946,9,0.0235
1947,9,0.0235
1948,9,0.0277
1949,9,0.0277
1950,9,0.0327
1951,9,0.0327
1952,9,0.0223
1953,9,0.0223
1954,9,0.0206
1955,9,0.0206
1956,9,0.0466
1957,9,0.0466
1958,9,0.0237
1959,9,0.0237
1960,9,0.0399
1961,9,0.0399
1962,9,0.0351
1963,9,0.0351
1964,9,0.0258
1965,9,0.0258
1966,9,0.0318
1967,9,0.0318
1968,9,0.021
1969,9,0.021
1970,9,0.0399
1971,9,0.0399
1972,9,0.0187
1973,9,0.0187
1974,9,0.0345
1975,9,0.0345
1976,9,0.0275
1977,9,0.0275
1978,9,0.0255
1979,9,0.0255
1980,9,0.0295
1981,9,0.0295
1982,9,0.0235
1983,9,0.0235
1984,9,0.0402
1985,9,0.0402
1986,9,0.037
1987,9,0.037
1988,9,0.0151
1989,9,0.0151
1990,9,0.0151
1991,10,0.022
1992,10,0.022
1993,10,0.0273
1994,10,0.0273
1995,10,0.0226
1996,10,0.0226
1997,10,0.018
1998,10,0.018
1999,10,0.0311
2000,10,0.0311
2001,10,0.0262
2002,10,0.0262
2003,10,0.0203
2004,10,0.0203
2005,10,0.0317
2006,10,0.0317
2007,10,0.0226
2008,10,0.0226
2009,10,0.0212
2010,10,0.0212
2011,10,0.0204
2012,10,0.0204
2013,10,0.0151
2014,10,0.0151
2015,10,0.0223
2016,10,0.0223
2017,10,0.0247
2018,10,0.0247
2019,10,0.0262
2020,10,0.0262
2021,10,0.0219
2022,10,0.0219
2023,10,0.0209
2024,10,0.0209
2025,10,0.0202
2026,10,0.0202
2027,10,0.0209
2028,10,0.0209
2029,10,0.0205
2030,10,0.0205
2031,10,0.0382
2032,10,0.0382
2033,10,0.0296
2034,10,0.0296
2035,10,0.0165
2036,10,0.0165
2037,10,0.0187
2038,10,0.0187
2039,10,0.0195
2040,10,0.0195
2041,10,0.0292
2042,10,0.0292
2043,10,0.0243
2044,10,0.0243
2045,10,0.0422
2046,10,0.0422
2047,10,0.0251
2048,10,0.0251
2049,10,0.0313
2050,10,0.0313
2051,10,0.0248
2052,10,0.0248
2053,10,0.0293
2054,10,0.0293
2055,10,0.0381
2056,10,0.0381
2057,10,0.0226
2058,10,0.0226
2059,10,0.0385
2060,10,0.0385
2061,10,0.0198
2062,10,0.0198
2063,10,0.0253
2064,10,0.0253
2065,10,0.0182
2066,10,0.0182
2067,10,0.0197
2068,10,0.0197
2069,10,0.0276
2070,10,0.0276
2071,10,0.0246
2072,10,0.0246
2073,10,0.032
2074,10,0.032
2075,10,0.0272
2076,10,0.0272
2077,10,0.021
2078,10,0.021
2079,10,0.028
2080,10,0.028
2081,10,0.0345
2082,10,0.0345
2083,10,0.0174
2084,10,0.0174
2085,10,0.0203
2086,10,0.0203
2087,10,0.0369
2088,10,0.0369
2089,10,0.0212
2090,10,0.0212
2091,10,0.0336
2092,10,0.0336
2093,10,0.0152
2094,10,0.0152
2095,10,0.0349
2096,10,0.0349
2097,10,0.0469
2098,10,0.0469
2099,10,0.0384
2100,10,0.0384
2101,10,0.0198
2102,10,0.0198
2103,10,0.0338
2104,10,0.0338
2105,10,0.032
2106,10,0.032
2107,10,0.0219
2108,10,0.0219
2109,10,0.0246
2110,10,0.0246
2111,10,0.0424
2112,10,0.0424
2113,10,0.0202
2114,10,0.0202
2115,10,0.024
2116,10,0.024
2117,10,0.0516
2118,10,0.0516
2119,10,0.0227
2120,10,0.0227
2121,10,0.0298
2122,10,0.0298
2123,10,0.0187
2124,10,0.0187
2125,10,0.0348
2126,10,0.0348
2127,10,0.0297
2128,10,0.0297
2129,10,0.0415
2130,10,0.0415
2131,10,0.0397
2132,10,0.0397
2133,10,0.031
2134,10,0.031
2135,10,0.0288
2136,10,0.0288
2137,10,0.0299
2138,10,0.0299
2139,10,0.0237
2140,10,0.0237
2141,10,0.0197
2142,10,0.0197
2143,10,0.0207
2144,10,0.0207
2145,10,0.042
2146,10,0.042
2147,10,0.0229
2148,10,0.0229
2149,10,0.0275
2150,10,0.0275
2151,10,0.0232
2152,10,0.0232
2153,10,0.0289
2154,10,0.0289
2155,10,0.0377
2156,10,0.0377
2157,10,0.0193
2158,10,0.0193
2159,10,0.0216
2160,10,0.0216
2161,10,0.0249
2162,10,0.0249
2163,10,0.0169
2164,10,0.0169
2165,10,0.0259
2166,10,0.0259
2167,10,0.0192
2168,10,0.0192
2169,10,0.0241
2170,10,0.0241
2171,10,0.0183
2172,10,0.0183
2173,10,0.0245
2174,10,0.0245
2175,10,0.0252
2176,10,0.0252
2177,10,0.0228
2178,10,0.0228
2179,10,0.0292
2180,10,0.0292
2181,10,0.0286
2182,10,0.0286
2183,10,0.029
2184,10,0.029
2185,10,0.0227
2186,10,0.0227
2187,10,0.0289
2188,10,0.0289
2189,10,0.0289
2190,11,0.0217
2191,11,0.0217
2192,11,0.0264
2193,11,0.0264
2194,11,0.0198
2195,11,0.0198
2196,11,0.0222
2197,11,0.0222
2198,11,0.0338
2199,11,0.0338
2200,11,0.0215
2201,11,0.0215
2202,11,0.0393
2203,11,0.0393
2204,11,0.0242
2205,11,0.0242
2206,11,0.0373
2207,11,0.0373
2208,11,0.0267
2209,11,0.0267
2210,11,0.0299
2211,11,0.0299
2212,11,0.0312
2213,11,0.0312
2214,11,0.02
2215,11,0.02
2216,11,0.0218
2217,11,0.0218
2218,11,0.024
2219,11,0.024
2220,11,0.0494
2221,11,0.0494
2222,11,0.0204
2223,11,0.0204
2224,11,0.0215
2225,11,0.0215
2226,11,0.0205
2227,11,0.0205
2228,11,0.0292
2229,11,0.0292
2230,11,0.0186
2231,11,0.0186
2232,11,0.0285
2233,11,0.0285
2234,11,0.0237
2235,11,0.0237
2236,11,0.0211
2237,11,0.0211
2238,11,0.0295
2239,11,0.0295
2240,11,0.0223
2241,11,0.0223
2242,11,0.021
2243,11,0.021
2244,11,0.0299
2245,11,0.0299
2246,11,0.0284
2247,11,0.0284
2248,11,0.0146
2249,11,0.0146
2250,11,0.0197
2251,11,0.0197
2252,11,0.0199
2253,11,0.0199
2254,11,0.0239
2255,11,0.0239
2256,11,0.018
2257,11,0.018
2258,11,0.0199
2259,11,0.0199
2260,11,0.0364
2261,11,0.0364
2262,11,0.0328
2263,11,0.0328
2264,11,0.0416
2265,11,0.0416
2266,11,0.0281
2267,11,0.0281
2268,11,0.0263
2269,11,0.0263
2270,11,0.0206
2271,11,0.0206
2272,11,0.0273
2273,11,0.0273
2274,11,0.0287
2275,11,0.0287
2276,11,0.0341
2277,11,0.0341
2278,11,0.0186
2279,11,0.0186
2280,11,0.0298
2281,11,0.0298
2282,11,0.0236
2283,11,0.0236
2284,11,0.0235
2285,11,0.0235
2286,11,0.0238
2287,11,0.0238
2288,11,0.016
2289,11,0.016
2290,11,0.0198
2291,11,0.0198
2292,11,0.022
2293,11,0.022
2294,11,0.0216
2295,11,0.0216
2296,11,0.0264
2297,11,0.0264
2298,11,0.0323
2299,11,0.0323
2300,11,0.0386
2301,11,0.0386
2302,11,0.025
2303,11,0.025
2304,11,0.0236
2305,11,0.0236
2306,11,0.0181
2307,11,0.0181
2308,11,0.0418
2309,11,0.0418
2310,11,0.0463
2311,11,0.0463
2312,11,0.0205
2313,11,0.0205
2314,11,0.0229
2315,11,0.0229
2316,11,0.0247
2317,11,0.0247
2318,11,0.0302
2319,11,0.0302
2320,11,0.0279
2321,11,0.0279
2322,11,0.0248
2323,11,0.0248
2324,11,0.0366
2325,11,0.0366
2326,11,0.0151
2327,11,0.0151
2328,11,0.0302
2329,11,0.0302
2330,11,0.029
2331,11,0.029
2332,11,0.0371
2333,11,0.0371
2334,11,0.0179
2335,11,0.0179
2336,11,0.0172
2337,11,0.0172
2338,11,0.0186
2339,11,0.0186
2340,11,0.0418
2341,11,0.0418
2342,11,0.0183
2343,11,0.0183
2344,11,0.0263
2345,11,0.0263
2346,11,0.0238
2347,11,0.0238
2348,11,0.0221
2349,11,0.0221
2350,11,0.0345
2351,11,0.0345
2352,11,0.0263
2353,11,0.0263
2354,11,0.0294
2355,11,0.0294
2356,11,0.0281
2357,11,0.0281
2358,11,0.021
2359,11,0.021
2360,11,0.0191
2361,11,0.0191
2362,11,0.0212
2363,11,0.0212
2364,11,0.0259
2365,11,0.0259
2366,11,0.0238
2367,11,0.0238
2368,11,0.0238
2369,11,0.0238
2370,11,0.0176
2371,11,0.0176
2372,11,0.014
2373,11,0.014
2374,11,0.0365
2375,11,0.0365
2376,11,0.0202
2377,11,0.0202
2378,11,0.0405
2379,11,0.0405
2380,11,0.0306
2381,11,0.0306
2382,11,0.0205
2383,11,0.0205
2384,11,0.0218
2385,11,0.0218
2386,11,0.0306
2387,11,0.0306
2388,11,0.0306
2389,12,0.0214
2390,12,0.0214
2391,12,0.0281
2392,12,0.0281
2393,12,0.0216
2394,12,0.0216
2395,12,0.0212
2396,12,0.0212
2397,12,0.0279
2398,12,0.0279
2399,12,0.0215
2400,12,0.0215
2401,12,0.0189
2402,12,0.0189
2403,12,0.0382
2404,12,0.0382
2405,12,0.0357
2406,12,0.0357
2407,12,0.0284
2408,12,0.0284
2409,12,0.0199
2410,12,0.0199
2411,12,0.0373
2412,12,0.0373
2413,12,0.0266
2414,12,0.0266
2415,12,0.0172
2416,12,0.0172
2417,12,0.0365
2418,12,0.0365
2419,12,0.0292
2420,12,0.0292
2421,12,0.0195
2422,12,0.0195
2423,12,0.0268
2424,12,0.0268
2425,12,0.029
2426,12,0.029
2427,12,0.0143
2428,12,0.0143
2429,12,0.04
2430,12,0.04
2431,12,0.0215
2432,12,0.0215
2433,12,0.0342
2434,12,0.0342
2435,12,0.0335
2436,12,0.0335
2437,12,0.0297
2438,12,0.0297
2439,12,0.0133
2440,12,0.0133
2441,12,0.0216
2442,12,0.0216
2443,12,0.0199
2444,12,0.0199
2445,12,0.0304
2446,12,0.0304
2447,12,0.0401
2448,12,0.0401
2449,12,0.0371
2450,12,0.0371
2451,12,0.023
2452,12,0.023
2453,12,0.0229
2454,12,0.0229
2455,12,0.023
2456,12,0.023
2457,12,0.0212
2458,12,0.0212
2459,12,0.0247
2460,12,0.0247
2461,12,0.0481
2462,12,0.0481
2463,12,0.024
2464,12,0.024
2465,12,0.0268
2466,12,0.0268
2467,12,0.0333
2468,12,0.0333
2469,12,0.0202
2470,12,0.0202
2471,12,0.0223
2472,12,0.0223
2473,12,0.0277
2474,12,0.0277
2475,12,0.0278
2476,12,0.0278
2477,12,0.0176
2478,12,0.0176
2479,12,0.0264
2480,12,0.0264
2481,12,0.0415
2482,12,0.0415
2483,12,0.0172
2484,12,0.0172
2485,12,0.0278
2486,12,0.0278
2487,12,0.0235
2488,12,0.0235
2489,12,0.0175
2490,12,0.0175
2491,12,0.0206
2492,12,0.0206
2493,12,0.029
2494,12,0.029
2495,12,0.0199
2496,12,0.0199
2497,12,0.0295
2498,12,0.0295
2499,12,0.0212
2500,12,0.0212
2501,12,0.02
2502,12,0.02
2503,12,0.0208
2504,12,0.0208
2505,12,0.0228
2506,12,0.0228
2507,12,0.0298
2508,12,0.0298
2509,12,0.0229
2510,12,0.0229
2511,12,0.0329
2512,12,0.0329
2513,12,0.0222
2514,12,0.0222
2515,12,0.0328
2516,12,0.0328
2517,12,0.0242
2518,12,0.0242
2519,12,0.026
2520,12,0.026
2521,12,0.0174
2522,12,0.0174
2523,12,0.019
2524,12,0.019
2525,12,0.0262
2526,12,0.0262
2527,12,0.0218
2528,12,0.0218
2529,12,0.0197
2530,12,0.0197
2531,12,0.0203
2532,12,0.0203
2533,12,0.0172
2534,12,0.0172
2535,12,0.0407
2536,12,0.0407
2537,12,0.0299
2538,12,0.0299
2539,12,0.0228
2540,12,0.0228
2541,12,0.0298
2542,12,0.0298
2543,12,0.0278
2544,12,0.0278
2545,12,0.0195
2546,12,0.0195
2547,12,0.0187
2548,12,0.0187
2549,12,0.0268
2550,12,0.0268
2551,12,0.019
2552,12,0.019
2553,12,0.0211
2554,12,0.0211
2555,12,0.0183
2556,12,0.0183
2557,12,0.0402
2558,12,0.0402
2559,12,0.032
2560,12,0.032
2561,12,0.0243
2562,12,0.0243
2563,12,0.0182
2564,12,0.0182
2565,12,0.0283
2566,12,0.0283
2567,12,0.019
2568,12,0.019
2569,12,0.0214
2570,12,0.0214
2571,12,0.0267
2572,12,0.0267
2573,12,0.0451
2574,12,0.0451
2575,12,0.0228
2576,12,0.0228
2577,12,0.0154
2578,12,0.0154
2579,12,0.0206
2580,12,0.0206
2581,12,0.0235
2582,12,0.0235
2583,12,0.0327
2584,12,0.0327
2585,12,0.0191
2586,12,0.0191
2587,12,0.0191
2588,13,0.018
2589,13,0.018
2590,13,0.015
2591,13,0.015
2592,13,0.0265
2593,13,0.0265
2594,13,0.0395
2595,13,0.0395
2596,13,0.0195
2597,13,0.0195
2598,13,0.0233
2599,13,0.0233
2600,13,0.0295
2601,13,0.0295
2602,13,0.0195
2603,13,0.0195
2604,13,0.0399
2605,13,0.0399
2606,13,0.0226
2607,13,0.0226
2608,13,0.0238
2609,13,0.0238
2610,13,0.0269
2611,13,0.0269
2612,13,0.0199
2613,13,0.0199
2614,13,0.038
2615,13,0.038
2616,13,0.0275
2617,13,0.0275
2618,13,0.0289
2619,13,0.0289
2620,13,0.0165
2621,13,0.0165
2622,13,0.0205
2623,13,0.0205
2624,13,0.0216
2625,13,0.0216
2626,13,0.0199
2627,13,0.0199
2628,13,0.0165
2629,13,0.0165
2630,13,0.0219
2631,13,0.0219
2632,13,0.0236
2633,13,0.0236
2634,13,0.0293
2635,13,0.0293
2636,13,0.0223
2637,13,0.0223
2638,13,0.0214
2639,13,0.0214
2640,13,0.0216
2641,13,0.0216
2642,13,0.0283
2643,13,0.0283
2644,13,0.0278
2645,13,0.0278
2646,13,0.0442
2647,13,0.0442
2648,13,0.0233
2649,13,0.0233
2650,13,0.0257
2651,13,0.0257
2652,13,0.0204
2653,13,0.0204
2654,13,0.027
2655,13,0.027
2656,13,0.0167
2657,13,0.0167
2658,13,0.0219
2659,13,0.0219
2660,13,0.0282
2661,13,0.0282
2662,13,0.0269
2663,13,0.0269
2664,13,0.0291
2665,13,0.0291
2666,13,0.0294
2667,13,0.0294
2668,13,0.0255
2669,13,0.0255
2670,13,0.024
2671,13,0.024
2672,13,0.0409
2673,13,0.0409
2674,13,0.0247
2675,13,0.0247
2676,13,0.0358
2677,13,0.0358
2678,13,0.0362
2679,13,0.0362
2680,13,0.0297
2681,13,0.0297
2682,13,0.0196
2683,13,0.0196
2684,13,0.0185
2685,13,0.0185
2686,13,0.0207
2687,13,0.0207
2688,13,0.0185
2689,13,0.0185
2690,13,0.0201
2691,13,0.0201
2692,13,0.0209
2693,13,0.0209
2694,13,0.0375
2695,13,0.0375
2696,13,0.0314
2697,13,0.0314
2698,13,0.0288
2699,13,0.0288
2700,13,0.0175
2701,13,0.0175
2702,13,0.0195
2703,13,0.0195
2704,13,0.0207
2705,13,0.0207
2706,13,0.0329
2707,13,0.0329
2708,13,0.021
2709,13,0.021
2710,13,0.0173
2711,13,0.0173
2712,13,0.0234
2713,13,0.0234
2714,13,0.027
2715,13,0.027
2716,13,0.0349
2717,13,0.0349
2718,13,0.0143
2719,13,0.0143
2720,13,0.0197
2721,13,0.0197
2722,13,0.0333
2723,13,0.0333
2724,13,0.0209
2725,13,0.0209
2726,13,0.0297
2727,13,0.0297
2728,13,0.0179
2729,13,0.0179
2730,13,0.0361
2731,13,0.0361
2732,13,0.032
2733,13,0.032
2734,13,0.0336
2735,13,0.0336
2736,13,0.0231
2737,13,0.0231
2738,13,0.0231
2739,13,0.0231
2740,13,0.028
2741,13,0.028
2742,13,0.0223
2743,13,0.0223
2744,13,0.0198
2745,13,0.0198
2746,13,0.0198
2747,13,0.0198
2748,13,0.0389
2749,13,0.0389
2750,13,0.0291
2751,13,0.0291
2752,13,0.0244
2753,13,0.0244
2754,13,0.0284
2755,13,0.0284
2756,13,0.0413
2757,13,0.0413
2758,13,0.022
2759,13,0.022
2760,13,0.0262
2761,13,0.0262
2762,13,0.0131
2763,13,0.0131
2764,13,0.0236
2765,13,0.0236
2766,13,0.0217
2767,13,0.0217
2768,13,0.0226
2769,13,0.0226
2770,13,0.0183
2771,13,0.0183
2772,13,0.0275
2773,13,0.0275
2774,13,0.0188
2775,13,0.0188
2776,13,0.0207
2777,13,0.0207
2778,13,0.0234
2779,13,0.0234
2780,13,0.0478
2781,13,0.0478
2782,13,0.0186
2783,13,0.0186
2784,13,0.0224
2785,13,0.0224
2786,13,0.0224
2787,14,0.0291
2788,14,0.0291
2789,14,0.0134
2790,14,0.0134
2791,14,0.0198
2792,14,0.0198
2793,14,0.0212
2794,14,0.0212
2795,14,0.0189
2796,14,0.0189
2797,14,0.0275
2798,14,0.0275
2799,14,0.022
2800,14,0.022
2801,14,0.0181
2802,14,0.0181
2803,14,0.0331
2804,14,0.0331
2805,14,0.0188
2806,14,0.0188
2807,14,0.0233
2808,14,0.0233
2809,14,0.0202
2810,14,0.0202
2811,14,0.0412
2812,14,0.0412
2813,14,0.0196
2814,14,0.0196
2815,14,0.0178
2816,14,0.0178
2817,14,0.0252
2818,14,0.0252
2819,14,0.0231
2820,14,0.0231
2821,14,0.0225
2822,14,0.0225
2823,14,0.0282
2824,14,0.0282
2825,14,0.039
2826,14,0.039
2827,14,0.0304
2828,14,0.0304
2829,14,0.0202
2830,14,0.0202
2831,14,0.0357
2832,14,0.0357
2833,14,0.0235
2834,14,0.0235
2835,14,0.0183
2836,14,0.0183
2837,14,0.0244
2838,14,0.0244
2839,14,0.0179
2840,14,0.0179
2841,14,0.0222
2842,14,0.0222
2843,14,0.0169
2844,14,0.0169
2845,14,0.0297
2846,14,0.0297
2847,14,0.022
2848,14,0.022
2849,14,0.0265
2850,14,0.0265
2851,14,0.0253
2852,14,0.0253
2853,14,0.0213
2854,14,0.0213
2855,14,0.0454
2856,14,0.0454
2857,14,0.0287
2858,14,0.0287
2859,14,0.0295
2860,14,0.0295
2861,14,0.0287
2862,14,0.0287
2863,14,0.017
2864,14,0.017
2865,14,0.0184
2866,14,0.0184
2867,14,0.0226
2868,14,0.0226
2869,14,0.026
2870,14,0.026
2871,14,0.0202
2872,14,0.0202
2873,14,0.0222
2874,14,0.0222
2875,14,0.0291
2876,14,0.0291
2877,14,0.021
2878,14,0.021
2879,14,0.0217
2880,14,0.0217
2881,14,0.0195
2882,14,0.0195
2883,14,0.0378
2884,14,0.0378
2885,14,0.0276
2886,14,0.0276
2887,14,0.0198
2888,14,0.0198
2889,14,0.0175
2890,14,0.0175
2891,14,0.0205
2892,14,0.0205
2893,14,0.0345
2894,14,0.0345
2895,14,0.0334
2896,14,0.0334
2897,14,0.0189
2898,14,0.0189
2899,14,0.0229
2900,14,0.0229
2901,14,0.0393
2902,14,0.0393
2903,14,0.0198
2904,14,0.0198
2905,14,0.014
2906,14,0.014
2907,14,0.028
2908,14,0.028
2909,14,0.0207
2910,14,0.0207
2911,14,0.0191
2912,14,0.0191
2913,14,0.028
2914,14,0.028
2915,14,0.0222
2916,14,0.0222
2917,14,0.0228
2918,14,0.0228
2919,14,0.0181
2920,14,0.0181
2921,14,0.0284
2922,14,0.0284
2923,14,0.0299
2924,14,0.0299
2925,14,0.025
2926,14,0.025
2927,14,0.0202
2928,14,0.0202
2929,14,0.0178
2930,14,0.0178
2931,14,0.0265
2932,14,0.0265
2933,14,0.0244
2934,14,0.0244
2935,14,0.014
2936,14,0.014
2937,14,0.0392
2938,14,0.0392
2939,14,0.0273
2940,14,0.0273
2941,14,0.0371
2942,14,0.0371
2943,14,0.0227
2944,14,0.0227
2945,14,0.0356
2946,14,0.0356
2947,14,0.0241
2948,14,0.0241
2949,14,0.0249
2950,14,0.0249
2951,14,0.0313
2952,14,0.0313
2953,14,0.0152
2954,14,0.0152
2955,14,0.025
2956,14,0.025
2957,14,0.0279
2958,14,0.0279
2959,14,0.0415
2960,14,0.0415
