epoch,batch,loss,main_loss,trajectory_projection_dice_loss,trajectory_direction_loss,trajectory_projection_dice_weight,trajectory_direction_weight,lr
0,0,0.7161018252372742,0.34858211874961853,0.8580564260482788,0.5505139231681824,0.3,0.2,0.001
0,1,0.6854383945465088,0.351444274187088,0.8383508920669556,0.4124443233013153,0.3,0.2,0.001
0,2,0.6971895098686218,0.3161369562149048,0.964289128780365,0.4588291347026825,0.3,0.2,0.001
0,3,0.6590790152549744,0.3092827796936035,0.7447787523269653,0.6318131685256958,0.3,0.2,0.001
0,4,0.5543179512023926,0.29607677459716797,0.6753545999526978,0.27817413210868835,0.3,0.2,0.001
0,5,0.7332804799079895,0.3082192540168762,0.9871551990509033,0.6445731520652771,0.3,0.2,0.001
0,6,0.5643873810768127,0.296321302652359,0.6434017419815063,0.3752276301383972,0.3,0.2,0.001
0,7,0.6985213756561279,0.29877331852912903,0.9620859622955322,0.555611252784729,0.3,0.2,0.001
0,8,0.624462902545929,0.28035759925842285,0.9306585192680359,0.3245387077331543,0.3,0.2,0.001
0,9,0.5504065752029419,0.26074692606925964,0.6742743253707886,0.4368865489959717,0.3,0.2,0.001
0,10,0.6462945938110352,0.2926628291606903,0.9492059350013733,0.3443498909473419,0.3,0.2,0.001
0,11,0.7251714468002319,0.30949199199676514,0.9713577628135681,0.6213605403900146,0.3,0.2,0.001
0,12,0.6048842072486877,0.2562617361545563,0.8801511526107788,0.42288559675216675,0.3,0.2,0.001
0,13,0.6319069266319275,0.26890093088150024,0.9553378224372864,0.3820231854915619,0.3,0.2,0.001
0,14,0.6182404160499573,0.27360495924949646,0.9577615857124329,0.28653475642204285,0.3,0.2,0.001
0,15,0.5557377338409424,0.23805171251296997,0.8133286833763123,0.36843714118003845,0.3,0.2,0.001
0,16,0.5091347694396973,0.23803876340389252,0.6342225670814514,0.40414610505104065,0.3,0.2,0.001
0,17,0.6244837045669556,0.25813332200050354,0.8208213448524475,0.6005197167396545,0.3,0.2,0.001
0,18,0.647723376750946,0.2829393148422241,0.9779223203659058,0.3570370078086853,0.3,0.2,0.001
0,19,0.47343552112579346,0.2374071180820465,0.5806816816329956,0.30911946296691895,0.3,0.2,0.001
0,20,0.5337859392166138,0.2209613025188446,0.6925918459892273,0.5252354145050049,0.3,0.2,0.001
