threshold,iou,seg_acc,pd,fa,tp,fp,fn,pred_positive,gt_positive,total_events,tags,version,experiment,seed,max_events_num,inference_chunk_size,input_channel,optimizer,no_patchattention,trajectory_direction_head,bottleneck_direction_aggregation,inference_uses_auxiliary_head,input_norm_stats_path,input_norm_epsilon,input_norm_clip,transformer_enabled,transformer_insert_position,transformer_token_limit
0.7,0.6271871807280744,0.8902848594021922,0.8962620747585048,0.0006261430097811773,58319,27479,7187,85798,65506,1424330,best-PD,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.75,0.6303703703703704,0.8833999938936892,0.8895422091558168,0.000531718788070699,57868,26294,7638,84162,65506,1424330,,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.8,0.6315023163467902,0.8739962751503679,0.8798824023519529,0.0004594792663121539,57252,25154,8254,82406,65506,1424330,best-IoU,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.85,0.6305162481123106,0.8604555307910726,0.8674926501469971,0.0003891743878587119,56365,23889,9141,80254,65506,1424330,,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.9,0.6233515234197362,0.837022562818673,0.8433431331373372,0.00031211455268913643,54830,22454,10676,77284,65506,1424330,recommended,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.92,0.6157883277756769,0.8203523341373309,0.8261234775304493,0.00028146245523952366,53738,21761,11768,75499,65506,1424330,,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.94,0.6007590484124781,0.7925991512227888,0.8063838723225536,0.00024753064854220923,51920,20918,13586,72838,65506,1424330,,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.95,0.5872532024060221,0.7705401031966538,0.7887442251154977,0.00023173353046746197,50475,20445,15031,70920,65506,1424330,,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
0.97,0.5370280935272984,0.6959820474460354,0.7389752204955901,0.0001984712940411327,45591,19389,19915,64980,65506,1424330,lowest-FA,v6.1.0,token_limit_2048,316,50000,50000,8,Adam,True,True,True,False,/root/EV-UAV/log/versions/v6.1.0-token-limit-2048/cache/v610_input_stats.json,1e-06,False,True,after_bottleneck_mstb,2048
