group,epoch,batch,loss,lr
C,0,0,0.33640748262405396,0.001
C,0,1,0.3132248818874359,0.001
C,0,2,0.3182523548603058,0.001
C,0,3,0.29700911045074463,0.001
C,0,4,0.2892940044403076,0.001
C,0,5,0.2868720293045044,0.001
C,0,6,0.29915910959243774,0.001
C,0,7,0.27800172567367554,0.001
C,0,8,0.3031626343727112,0.001
C,0,9,0.28203412890434265,0.001
C,0,10,0.29299232363700867,0.001
C,0,11,0.2709042727947235,0.001
C,0,12,0.29053422808647156,0.001
C,0,13,0.2691991329193115,0.001
C,0,14,0.2799104154109955,0.001
C,0,15,0.26358142495155334,0.001
C,0,16,0.2886097729206085,0.001
C,0,17,0.28180554509162903,0.001
C,0,18,0.27469807863235474,0.001
C,0,19,0.27365878224372864,0.001
C,0,20,0.2556370496749878,0.001
C,0,21,0.26701414585113525,0.001
C,0,22,0.27929699420928955,0.001
C,0,23,0.27606838941574097,0.001
C,0,24,0.26568636298179626,0.001
C,0,25,0.2704118490219116,0.001
C,0,26,0.26320481300354004,0.001
C,0,27,0.2616020739078522,0.001
C,0,28,0.24580717086791992,0.001
C,0,29,0.23329000174999237,0.001
C,0,30,0.28021517395973206,0.001
C,0,31,0.23238793015480042,0.001
C,0,32,0.23059439659118652,0.001
C,0,33,0.25661182403564453,0.001
C,0,34,0.23902063071727753,0.001
C,0,35,0.23509733378887177,0.001
C,0,36,0.2252463400363922,0.001
C,0,37,0.25002750754356384,0.001
C,0,38,0.23683764040470123,0.001
C,0,39,0.2342694252729416,0.001
C,0,40,0.2269691377878189,0.001
C,0,41,0.23210740089416504,0.001
C,0,42,0.21304193139076233,0.001
C,0,43,0.22748963534832,0.001
C,0,44,0.22375917434692383,0.001
C,0,45,0.21369904279708862,0.001
C,0,46,0.24350546300411224,0.001
C,0,47,0.22172054648399353,0.001
C,0,48,0.21152055263519287,0.001
C,0,49,0.2158045619726181,0.001
C,0,50,0.20419077575206757,0.001
C,0,51,0.23158696293830872,0.001
C,0,52,0.22973519563674927,0.001
C,0,53,0.21391600370407104,0.001
C,0,54,0.22856225073337555,0.001
