epoch,mean_loss,min_loss,max_loss,best_loss,val_iou,val_seg_acc,val_pd,val_fa
0,0.2318526932386437,0.1609116792678833,0.37719154357910156,0.1609116792678833,,,,
1,0.13052200051871213,0.09039360284805298,0.23592643439769745,0.09039360284805298,,,,
2,0.07841033845989391,0.05281806364655495,0.16945500671863556,0.05281806364655495,,,,
3,0.05090043306200191,0.03256729245185852,0.16049382090568542,0.03256729245185852,,,,
4,0.036072232562935715,0.02366844192147255,0.09514319151639938,0.02366844192147255,,,,
5,0.02784193865954876,0.01640317402780056,0.0853305533528328,0.01640317402780056,,,,
6,0.02251860848392802,0.013034907169640064,0.07837002724409103,0.013034907169640064,,,,
7,0.019565197422799437,0.009136198088526726,0.06420648843050003,0.009136198088526726,,,,
8,0.01624425586237751,0.007826719433069229,0.06859074532985687,0.007826719433069229,,,,
9,0.014293157519076508,0.006787077058106661,0.045090194791555405,0.006787077058106661,,,,
10,0.012524925939023795,0.0059399656020104885,0.03816397115588188,0.0059399656020104885,,,,
11,0.012105135585774075,0.00582999549806118,0.04573967307806015,0.00582999549806118,,,,
12,0.011662755834145678,0.005302870646119118,0.03540167585015297,0.005302870646119118,,,,
13,0.011664771822967915,0.00568939046934247,0.03442447632551193,0.005302870646119118,,,,
14,0.01159756752483622,0.005340932868421078,0.04554705694317818,0.005302870646119118,,,,
15,0.010900717454426216,0.005135856568813324,0.0348224975168705,0.005135856568813324,,,,
16,0.01079724727179667,0.00528588704764843,0.03243504837155342,0.005135856568813324,,,,
17,0.010361885760130004,0.004891110118478537,0.03211813047528267,0.004891110118478537,,,,
18,0.010180762493888837,0.004881655797362328,0.0320623405277729,0.004881655797362328,,,,
19,0.009919592343985734,0.004901175387203693,0.028614092618227005,0.004881655797362328,,,,
20,0.009673922802462723,0.004586386028677225,0.029059112071990967,0.004586386028677225,,,,
21,0.009736935358795554,0.004794933833181858,0.030025793239474297,0.004586386028677225,,,,
22,0.009643840937489512,0.004720458760857582,0.027848873287439346,0.004586386028677225,,,,
23,0.009682502856271135,0.0044794767163693905,0.029212145134806633,0.0044794767163693905,,,,
24,0.009568838195668327,0.004709339700639248,0.028469078242778778,0.0044794767163693905,,,,
25,0.009733014316721396,0.004357890225946903,0.03814554959535599,0.004357890225946903,,,,
26,0.009521171474133176,0.004719417542219162,0.02821323834359646,0.004357890225946903,,,,
27,0.00994286108103515,0.004484375007450581,0.03882499411702156,0.004357890225946903,,,,
28,0.009515060290618979,0.0046634366735816,0.02947927825152874,0.004357890225946903,,,,
29,0.009736739028470985,0.004584998823702335,0.029638390988111496,0.004357890225946903,,,,
30,0.00952750469341573,0.004696195013821125,0.028178194537758827,0.004357890225946903,,,,
31,0.009448343652742679,0.004763261415064335,0.029795536771416664,0.004357890225946903,,,,
32,0.009426258104580521,0.004582334775477648,0.028951311483979225,0.004357890225946903,,,,
33,0.009830564505072555,0.0045864698477089405,0.032717540860176086,0.004357890225946903,,,,
34,0.009461945976422291,0.004410229157656431,0.03011162020266056,0.004357890225946903,,,,
35,0.009387984001689186,0.004657788667827845,0.027752721682190895,0.004357890225946903,,,,
36,0.009556165557693352,0.0048118592239916325,0.028502879664301872,0.004357890225946903,,,,
37,0.00947570719878481,0.004721987992525101,0.02781360037624836,0.004357890225946903,,,,
38,0.009356837465681812,0.004616883117705584,0.029881596565246582,0.004357890225946903,,,,
39,0.009403104470534758,0.004561601206660271,0.02775752544403076,0.004357890225946903,,,,
40,0.009329888137113867,0.004588519688695669,0.029676251113414764,0.004357890225946903,0.3815299508098748,0.7601593747137667,0.7906341873162537,0.0012660507252216337
41,0.009316349355033551,0.004423069767653942,0.029231294989585876,0.004357890225946903,0.3799250683290852,0.7554422495649253,0.7879042419151617,0.0012537347800159464
42,0.009368747980757193,0.004560721572488546,0.028705449774861336,0.004357890225946903,0.3872143547442034,0.7767990718407474,0.8047039059218816,0.0013540044094461315
43,0.009452391279428596,0.00464208610355854,0.03296969085931778,0.004357890225946903,0.39068086811251296,0.7889658962537783,0.8135237295254095,0.0014316893743819808
44,0.009534249336204746,0.004502343479543924,0.030649583786725998,0.004357890225946903,0.39465070817073994,0.804369065429121,0.8236035279294414,0.0015417892434543285
45,0.009404706575841916,0.004667387343943119,0.027964534237980843,0.004357890225946903,0.3875231558808345,0.7792110646353005,0.8063838723225536,0.0013674521061718026
46,0.009433427585683989,0.004522274248301983,0.027661776170134544,0.004357890225946903,0.3902183023612296,0.7888895673678747,0.8126837463250735,0.0014365748671999212
47,0.009519405169130274,0.004368286579847336,0.028082914650440216,0.004357890225946903,0.3943155487346153,0.8001404451500626,0.8194036119277615,0.0014929372779752385
48,0.009404377381533685,0.004616793245077133,0.02849702723324299,0.004357890225946903,0.3891271510008274,0.7825848013922388,0.8099538009239815,0.001388925758048353
49,0.009596118534153158,0.004691197071224451,0.026773925870656967,0.004357890225946903,0.39004152504691353,0.7900802979879705,0.8135237295254095,0.0014603179475170674
