target_pd,baseline_fa,leaky_fa,delta_fa
0.75,0.0017328786291560825,0.0011243439489069173,-0.0006085346802491651
0.8,0.0025034843823640565,0.0014064855750754303,-0.0010969988072886262
0.85,0.005200860452014046,0.003385177122711474,-0.001815683329302572
