group,epoch,mean_loss,min_loss,max_loss,last_loss,best_loss_so_far,val_iou
B,0,0.23426220678921902,0.17136850953102112,0.32285138964653015,0.18590107560157776,0.17136850953102112,
B,1,0.14995761810228078,0.11206395924091339,0.2259468138217926,0.16524025797843933,0.11206395924091339,
B,2,0.10302077707919208,0.07681836187839508,0.18192893266677856,0.08697602897882462,0.07681836187839508,
B,3,0.07448989886677626,0.05232934281229973,0.12618210911750793,0.09393341839313507,0.05232934281229973,
B,4,0.05715148169735466,0.04228232055902481,0.1274164617061615,0.04611586034297943,0.04228232055902481,
B,5,0.04651331562887539,0.03408616781234741,0.10033342987298965,0.0368669219315052,0.03408616781234741,
B,6,0.03911287527569015,0.02583548240363598,0.10053464025259018,0.037481144070625305,0.02583548240363598,
B,7,0.03374137712473219,0.020965181291103363,0.06784029304981232,0.06424841284751892,0.020965181291103363,
B,8,0.031111751692463652,0.017774315550923347,0.06190236657857895,0.024278726428747177,0.017774315550923347,
B,9,0.02836791320581629,0.015804890543222427,0.05885620415210724,0.015804890543222427,0.015804890543222427,
B,10,0.02624259479908329,0.015004247426986694,0.048728447407484055,0.03438030183315277,0.015004247426986694,
B,11,0.02548529692182336,0.014318450354039669,0.04974482208490372,0.023736238479614258,0.014318450354039669,
B,12,0.025288872006866667,0.014172184281051159,0.04739396274089813,0.019376326352357864,0.014172184281051159,
B,13,0.024973755852893145,0.013850664719939232,0.04651511460542679,0.023021260276436806,0.013850664719939232,
B,14,0.02444218849819718,0.013379998505115509,0.046379029750823975,0.033758893609046936,0.013379998505115509,
B,15,0.024361978520197097,0.013579223304986954,0.04896221309900284,0.016031630337238312,0.013379998505115509,
B,16,0.024181475326644653,0.01341667864471674,0.04922248423099518,0.032879993319511414,0.013379998505115509,
B,17,0.023949989729156396,0.01279668603092432,0.04766770452260971,0.01836109161376953,0.01279668603092432,
B,18,0.023577093071483,0.012274556793272495,0.04435274377465248,0.027702689170837402,0.012274556793272495,
B,19,0.023380055139311635,0.01251818798482418,0.04324037581682205,0.031733863055706024,0.012274556793272495,
B,20,0.02305929602660013,0.012389078736305237,0.040885888040065765,0.021215347573161125,0.012274556793272495,
B,21,0.02304905846790232,0.01209148857742548,0.04225549474358559,0.040795810520648956,0.01209148857742548,
B,22,0.02284497467594014,0.01204161811619997,0.044840384274721146,0.02286646142601967,0.01204161811619997,
B,23,0.02298628855872937,0.011558959260582924,0.046366915106773376,0.021403905004262924,0.011558959260582924,
B,24,0.02307837170482886,0.012089762836694717,0.04552535340189934,0.02702818252146244,0.011558959260582924,
B,25,0.0228855876120353,0.011691393330693245,0.042458780109882355,0.02886785753071308,0.011558959260582924,
B,26,0.022835207115294354,0.011987145990133286,0.045631956309080124,0.011987145990133286,0.011558959260582924,
B,27,0.02298854154092495,0.011912246234714985,0.0452565960586071,0.018441395834088326,0.011558959260582924,
B,28,0.02280904202148168,0.011749941855669022,0.0438711978495121,0.020281191915273666,0.011558959260582924,
B,29,0.022739018050182348,0.012104319408535957,0.041808925569057465,0.028864901512861252,0.011558959260582924,
B,30,0.022831413866669842,0.012272670865058899,0.04544585943222046,0.03930659219622612,0.011558959260582924,
B,31,0.022809457993417076,0.012005477212369442,0.041672758758068085,0.024750716984272003,0.011558959260582924,
B,32,0.02267824477431449,0.011509126052260399,0.04310747608542442,0.03133935481309891,0.011509126052260399,
B,33,0.022726626003706694,0.011798974126577377,0.042509183287620544,0.03864610567688942,0.011509126052260399,
B,34,0.022782652262560647,0.011765217408537865,0.043758977204561234,0.028611797839403152,0.011509126052260399,
B,35,0.022794731187097954,0.01128822285681963,0.04310191422700882,0.024414991959929466,0.01128822285681963,
B,36,0.02272286124038275,0.01178794540464878,0.04572400823235512,0.024079713970422745,0.01128822285681963,
B,37,0.02284217798950696,0.011871729977428913,0.043434564024209976,0.020794836804270744,0.01128822285681963,
B,38,0.022766742902346933,0.0115101533010602,0.043540697544813156,0.022608425468206406,0.01128822285681963,
B,39,0.022761178541589867,0.011267850175499916,0.045247290283441544,0.01793218031525612,0.011267850175499916,
B,40,0.022654472285825195,0.011686339043080807,0.045130740851163864,0.014460470527410507,0.011267850175499916,0.3700818121433258
B,41,0.022651347435182996,0.011617002077400684,0.04305809363722801,0.020115170627832413,0.011267850175499916,0.3714929521083832
B,42,0.022721538226110765,0.011559410952031612,0.0441073477268219,0.02303815633058548,0.011267850175499916,0.370431512594223
B,43,0.022614838292050844,0.011890621855854988,0.04253209009766579,0.019555093720555305,0.011267850175499916,0.36983776092529297
B,44,0.022676933829606782,0.0117176603525877,0.043939489871263504,0.023821411654353142,0.011267850175499916,0.3678128123283386
B,45,0.022602932123147478,0.01151975430548191,0.04463258013129234,0.028583470731973648,0.011267850175499916,0.36898869276046753
B,46,0.022720631268439873,0.011483662761747837,0.04367788881063461,0.02716473862528801,0.011267850175499916,0.3687487542629242
B,47,0.02273077664501739,0.01214431319385767,0.04445667192339897,0.014097231440246105,0.011267850175499916,0.36874136328697205
B,48,0.022776670358849293,0.011838048696517944,0.04361547529697418,0.022924255579710007,0.011267850175499916,0.3679471015930176
B,49,0.02272234301111012,0.011643055826425552,0.041687995195388794,0.026690486818552017,0.011267850175499916,0.3689182698726654
